"rec_id_fk","species","variety","color","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","moisture","quakers","defect_one","defect_two"
394,"Arabica","Peaberry",NULL,"7.58","7.25","7.50","7.92","7.92","7.42","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
395,"Arabica",NULL,NULL,"7.25","7.88","7.38","7.63","7.50","8.75","9.00","10.00","10.00","0.09","0.00","2.00","4.00"
396,"Arabica","Caturra",NULL,"7.75","7.50","7.75","7.58","7.58","7.58","10.00","10.00","10.00","0.00","1.00","0.00","0.00"
397,"Arabica","Caturra","Blue-Green","7.67","7.58","7.58","7.42","7.67","7.75","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
398,"Arabica","Caturra","Green","7.83","7.58","7.58","7.58","7.50","7.58","10.00","10.00","10.00","0.00","0.00","1.00","2.00"
399,"Arabica","Catuai","Green","7.50","7.83","7.33","7.58","7.58","7.92","10.00","10.00","10.00","0.10","0.00","1.00","5.00"
400,"Arabica","Caturra","Green","7.75","7.75","7.50","7.67","7.50","7.58","10.00","10.00","10.00","0.12","0.00","0.00","2.00"
401,"Arabica","Caturra","Green","7.67","7.75","7.42","7.83","7.83","7.42","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
402,"Arabica","Other","Green","7.75","7.58","7.67","7.58","7.58","7.58","10.00","10.00","10.00","0.12","0.00","0.00","6.00"
403,"Arabica","Other","Green","7.67","7.67","7.58","7.67","7.50","7.58","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
404,"Arabica","Caturra","Green","7.67","7.67","7.42","7.67","7.67","7.67","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
405,"Arabica","Hawaiian Kona","Bluish-Green","7.83","7.58","7.83","7.67","7.92","8.00","9.33","10.00","9.33","0.11","0.00","0.00","1.00"
406,"Arabica","Catuai","Green","7.50","7.67","7.67","7.50","7.83","7.17","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
407,"Arabica",NULL,"Green","7.83","7.75","7.58","7.83","7.92","7.58","9.33","10.00","10.00","0.12","0.00","0.00","5.00"
408,"Arabica","Typica","Green","7.58","7.50","7.67","7.50","7.83","7.42","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
409,"Arabica","Caturra","Green","7.67","7.67","7.50","7.67","7.92","7.42","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
410,"Arabica","Bourbon","Green","7.83","7.67","7.17","7.67","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
411,"Arabica","Hawaiian Kona","Bluish-Green","7.92","7.50","7.58","7.83","7.67","7.67","9.33","10.00","10.00","0.10","0.00","0.00","4.00"
412,"Arabica","Bourbon",NULL,"7.75","7.67","7.33","7.50","7.50","7.75","10.00","10.00","10.00","0.00","0.00","0.00","5.00"
413,"Arabica","Caturra","Green","7.50","7.67","7.67","7.58","7.67","7.58","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
414,"Arabica",NULL,NULL,"8.08","7.83","7.83","7.75","7.67","7.58","9.33","10.00","9.33","0.01","0.00","0.00","0.00"
415,"Arabica",NULL,NULL,"7.58","7.67","7.58","7.50","7.83","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
416,"Arabica","Typica","Blue-Green","7.67","7.83","7.42","7.83","7.33","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
417,"Arabica","Catuai","Green","7.50","7.50","7.83","7.50","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
418,"Arabica",NULL,NULL,"7.83","7.50","7.42","7.67","7.50","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
419,"Arabica","Pacas","Green","7.50","7.58","7.42","7.83","7.67","7.58","10.00","10.00","10.00","0.11","2.00","0.00","7.00"
420,"Arabica","SL14","Green","7.50","7.67","7.67","7.42","7.67","7.67","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
421,"Arabica",NULL,"Green","7.58","7.67","7.42","7.50","7.67","7.42","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
422,"Arabica","Caturra","Green","7.58","7.67","7.67","7.17","7.75","7.83","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
423,"Arabica","Typica","Bluish-Green","7.83","7.75","7.50","7.58","7.58","7.58","10.00","10.00","10.00","0.12","0.00","0.00","2.00"
424,"Arabica","Bourbon","Blue-Green","7.67","7.50","7.50","7.50","7.67","7.83","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
425,"Arabica","Typica","Green","7.92","7.83","7.75","7.58","7.50","7.33","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
426,"Arabica","Caturra","Green","7.58","7.58","7.50","7.58","7.58","7.75","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
427,"Arabica","Caturra","Green","7.50","7.67","7.58","7.67","7.67","7.50","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
428,"Arabica","Caturra","Green","7.83","7.50","7.67","7.33","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
429,"Arabica","Bourbon","Green","7.58","7.75","7.50","7.50","7.58","7.58","10.00","10.00","10.00","0.12","0.00","0.00","6.00"
430,"Arabica","Hawaiian Kona","Bluish-Green","7.58","7.75","7.83","8.00","8.08","7.67","9.33","10.00","9.33","0.11","0.00","0.00","4.00"
431,"Arabica","Mundo Novo","Green","7.75","7.58","7.58","7.58","7.50","7.58","10.00","10.00","10.00","0.13","0.00","0.00","7.00"
432,"Arabica","Caturra","Blue-Green","7.75","7.75","7.42","7.92","7.33","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
433,"Arabica","Bourbon","Green","7.83","7.58","7.08","7.83","7.42","8.08","10.00","10.00","10.00","0.11","0.00","0.00","9.00"
434,"Arabica","Yellow Bourbon","Blue-Green","7.75","7.67","7.50","7.58","7.58","7.58","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
435,"Arabica","Caturra","Green","7.67","7.58","7.58","7.42","7.83","7.58","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
436,"Arabica","Caturra","Green","7.67","7.67","7.50","7.50","7.58","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
437,"Arabica",NULL,NULL,"7.92","7.75","7.25","7.42","7.83","7.58","10.00","10.00","10.00","0.08","0.00","0.00","0.00"
438,"Arabica",NULL,NULL,"8.00","7.67","7.67","7.25","7.67","7.50","10.00","10.00","10.00","0.13","0.00","0.00","1.00"
439,"Arabica",NULL,NULL,"7.92","7.75","7.50","7.42","7.42","7.67","10.00","10.00","10.00","0.04","0.00","0.00","1.00"
440,"Arabica","Bourbon","Green","7.67","7.42","7.50","7.58","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
441,"Arabica","Bourbon","Green","7.58","7.58","7.33","7.67","7.75","7.58","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
442,"Arabica","Bourbon","Green","7.67","7.58","7.42","7.67","7.67","7.58","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
443,"Arabica",NULL,"Green","7.92","7.50","7.50","7.58","7.67","7.50","10.00","10.00","10.00","0.11","1.00","0.00","0.00"
444,"Arabica","Catimor","None","7.58","7.42","7.08","7.33","7.58","8.58","10.00","10.00","10.00","0.07","0.00","0.00","0.00"
445,"Arabica","Caturra","Green","7.67","7.75","7.42","7.75","7.58","7.50","10.00","10.00","10.00","0.11","2.00","2.00","3.00"
446,"Arabica","Catuai","Blue-Green","7.67","7.67","7.50","7.67","7.50","7.67","10.00","10.00","10.00","0.11","1.00","0.00","1.00"
447,"Arabica","Catimor","Green","7.50","7.67","7.33","7.67","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
448,"Arabica","Catimor","Green","7.67","7.67","7.50","7.67","7.42","7.58","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
449,"Arabica","Bourbon","Green","7.50","7.50","7.33","7.67","8.00","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
450,"Arabica","Bourbon","Green","7.50","7.75","7.50","7.83","7.58","7.50","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
451,"Arabica","Bourbon","Green","7.92","7.67","7.42","7.75","7.50","7.50","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
452,"Arabica","SL28","Bluish-Green","7.83","7.75","7.67","7.75","7.83","8.50","9.33","9.33","9.33","0.10","0.00","0.00","1.00"
453,"Arabica",NULL,"Bluish-Green","7.67","7.58","7.58","7.75","7.42","7.67","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
454,"Arabica","Other","Bluish-Green","7.58","7.67","7.67","7.58","7.42","7.58","10.00","10.00","10.00","0.13","0.00","0.00","6.00"
455,"Arabica","Caturra",NULL,"7.58","7.50","7.50","7.67","7.50","7.67","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
456,"Arabica","SL14","Bluish-Green","8.00","7.67","7.50","7.42","7.33","7.58","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
457,"Arabica",NULL,"Green","7.58","7.75","7.50","7.58","7.58","7.58","10.00","10.00","10.00","0.11","0.00","10.00","3.00"
458,"Arabica","Catuai","Green","7.50","7.50","7.50","7.67","7.67","7.67","10.00","10.00","10.00","0.10","0.00","0.00","5.00"
459,"Arabica","Caturra","Green","7.67","7.67","7.50","7.67","7.50","7.67","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
460,"Arabica","Catuai","Green","7.33","7.83","7.17","8.17","7.33","7.67","10.00","10.00","10.00","0.09","0.00","0.00","1.00"
461,"Arabica","Hawaiian Kona","Bluish-Green","7.50","7.50","7.58","7.42","7.92","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
462,"Arabica","Bourbon","Green","7.58","7.50","7.58","7.75","7.58","7.58","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
463,"Arabica","Bourbon","Green","7.67","7.83","7.33","7.67","7.50","7.67","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
464,"Arabica","Typica","Green","7.75","7.58","7.58","7.58","7.50","7.42","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
465,"Arabica","Typica","None","7.75","7.67","7.58","7.50","7.42","7.58","10.00","10.00","10.00","0.12","0.00","3.00","8.00"
466,"Arabica","Pacamara","None","7.58","7.75","7.42","7.67","7.50","7.58","10.00","10.00","10.00","0.14","0.00","0.00","10.00"
467,"Arabica","Caturra","Green","7.67","7.50","7.50","7.50","7.58","8.17","10.00","10.00","10.00","0.11","0.00","1.00","2.00"
468,"Arabica","Typica","Green","7.75","7.50","7.42","7.75","7.58","7.58","10.00","10.00","10.00","0.13","0.00","0.00","5.00"
469,"Arabica","Caturra","Blue-Green","7.58","7.67","7.50","7.58","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
470,"Arabica","Typica",NULL,"7.50","7.75","7.58","7.58","7.67","7.50","10.00","10.00","10.00","0.11","0.00","0.00","5.00"
471,"Arabica","Mundo Novo","Green","7.75","7.67","7.58","7.50","7.58","7.58","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
472,"Arabica","Mundo Novo","Green","7.92","7.58","7.50","7.58","7.42","7.50","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
473,"Arabica","Bourbon","Green","7.75","7.50","7.67","7.50","7.92","8.00","10.00","10.00","9.33","0.00","0.00","0.00","10.00"
474,"Arabica","Mundo Novo","Blue-Green","7.75","7.50","7.58","7.50","7.75","7.50","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
475,"Arabica",NULL,NULL,"7.58","7.75","7.67","7.50","7.67","7.58","10.00","10.00","10.00","0.02","0.00","0.00","2.00"
476,"Arabica",NULL,NULL,"7.42","7.83","8.17","8.08","7.17","7.58","10.00","9.33","10.00","0.14","0.00","0.00","3.00"
477,"Arabica",NULL,NULL,"7.75","8.00","7.67","8.08","7.83","7.92","9.33","9.33","9.33","0.01","0.00","0.00","0.00"
478,"Arabica","Caturra","Green","7.58","7.67","7.33","7.67","7.75","7.58","10.00","10.00","10.00","0.00","1.00","0.00","4.00"
479,"Arabica","Caturra","Green","7.75","7.50","7.50","7.42","8.00","7.75","10.00","10.00","10.00","0.00","2.00","1.00","5.00"
480,"Arabica","Yellow Bourbon","Bluish-Green","7.58","7.58","7.58","7.50","7.67","7.58","10.00","10.00","10.00","0.11","2.00","0.00","2.00"
481,"Arabica","Yellow Bourbon","Green","7.33","7.67","7.67","7.33","7.75","7.42","10.00","10.00","10.00","0.00","0.00","0.00","3.00"
482,"Arabica","Typica","Green","7.83","7.92","7.50","7.83","7.67","7.25","9.33","10.00","10.00","0.00","0.00","0.00","0.00"
483,"Arabica","Mundo Novo","Green","7.42","7.67","7.58","7.50","7.75","7.67","10.00","10.00","10.00","0.11","0.00","0.00","13.00"
484,"Arabica","Bourbon","Green","7.58","7.83","7.67","7.42","7.42","7.50","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
485,"Arabica","Catuai","Green","7.83","7.33","7.50","7.67","7.58","7.67","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
486,"Arabica","Hawaiian Kona","Bluish-Green","7.33","7.75","7.58","7.33","7.83","7.67","10.00","10.00","10.00","0.12","0.00","0.00","8.00"
487,"Arabica","Typica",NULL,"7.75","7.75","7.50","7.50","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
488,"Arabica","Hawaiian Kona","Bluish-Green","7.83","7.83","7.33","7.17","7.75","7.67","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
489,"Arabica","Other",NULL,"7.75","7.67","7.42","7.75","7.50","7.50","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
490,"Arabica","Hawaiian Kona",NULL,"7.67","7.58","7.50","7.67","7.92","8.00","9.33","9.33","10.00","0.00","0.00","1.00","4.00"
491,"Arabica","Hawaiian Kona","Green","7.33","7.58","7.58","7.92","7.67","7.58","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
492,"Arabica","Caturra",NULL,"7.33","7.33","7.33","7.58","7.25","8.08","10.00","10.00","10.00","0.01","0.00","0.00","0.00"
493,"Arabica",NULL,NULL,"7.83","7.75","7.33","7.25","7.42","7.92","10.00","10.00","10.00","0.08","0.00","1.00","3.00"
494,"Arabica",NULL,NULL,"7.67","7.58","7.50","7.58","7.67","7.58","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
495,"Arabica",NULL,NULL,"7.92","7.67","7.67","7.25","7.83","7.67","9.33","10.00","10.00","0.02","0.00","0.00","1.00"
496,"Arabica","Bourbon","Green","7.58","7.50","7.50","7.75","7.67","7.50","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
497,"Arabica","Bourbon","Green","7.50","7.58","7.58","7.67","7.58","7.50","10.00","10.00","10.00","0.11","3.00","0.00","5.00"
498,"Arabica","Bourbon","Bluish-Green","7.50","7.67","7.58","7.67","7.58","7.42","10.00","10.00","10.00","0.11","2.00","0.00","3.00"
499,"Arabica","Bourbon","Green","7.67","7.58","7.42","7.42","7.83","7.50","10.00","10.00","10.00","0.12","0.00","0.00","6.00"
500,"Arabica","Bourbon","Green","7.67","7.67","7.50","7.58","7.42","7.50","10.00","10.00","10.00","0.12","5.00","0.00","8.00"
501,"Arabica",NULL,"Green","7.67","7.67","7.33","7.67","7.50","7.58","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
502,"Arabica","Caturra","Green","7.75","7.67","7.58","7.58","7.42","7.67","9.33","10.00","10.00","0.00","0.00","0.00","0.00"
503,"Arabica","Catuai","Green","7.67","7.75","7.33","7.92","7.42","7.50","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
504,"Arabica","Catuai","Green","7.75","7.67","7.33","7.75","7.50","7.42","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
505,"Arabica","Bourbon","Green","7.83","7.67","7.25","7.67","7.75","7.50","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
506,"Arabica","Catuai","Green","7.67","7.67","7.67","7.50","7.42","7.50","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
507,"Arabica","Typica","Green","7.92","7.92","7.83","7.58","7.33","7.25","10.00","10.00","10.00","0.08","0.00","0.00","0.00"
508,"Arabica","SL14","Green","7.83","7.58","7.50","7.50","7.58","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
509,"Arabica","Other","Bluish-Green","7.67","7.50","7.67","7.83","7.75","7.83","10.00","10.00","9.33","0.00","0.00","0.00","0.00"
510,"Arabica","Bourbon","Green","7.67","7.67","7.42","7.83","7.50","7.50","10.00","10.00","10.00","0.10","0.00","1.00","0.00"
511,"Arabica","Catuai","Green","7.67","7.58","7.50","7.58","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
512,"Arabica","Yellow Bourbon","Bluish-Green","7.75","7.58","7.42","7.67","7.42","7.67","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
513,"Arabica","Caturra","Green","7.75","7.42","7.33","7.50","7.58","7.17","10.00","10.00","10.00","0.11","0.00","1.00","1.00"
514,"Arabica","Caturra","Green","7.83","7.50","7.58","7.33","7.50","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
515,"Arabica","Caturra","Green","7.33","7.67","7.75","7.42","7.75","7.58","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
516,"Arabica","Caturra","Green","7.58","7.75","7.42","7.67","7.58","7.42","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
517,"Arabica","Caturra","Green","7.50","7.50","7.42","7.58","7.75","7.58","10.00","10.00","10.00","0.11","0.00","1.00","2.00"
518,"Arabica","Typica","Green","7.67","7.58","7.42","7.50","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","20.00"
519,"Arabica","Typica","Green","7.67","7.83","7.50","7.58","7.58","7.67","9.33","10.00","10.00","0.11","0.00","0.00","7.00"
520,"Arabica","Bourbon","Green","7.50","7.67","7.50","7.50","7.58","7.58","10.00","10.00","10.00","0.11","0.00","5.00","8.00"
521,"Arabica","Arusha",NULL,"7.67","7.58","7.50","7.50","7.75","7.50","10.00","10.00","10.00","0.00","0.00","1.00","4.00"
522,"Arabica","Caturra","Green","7.75","7.58","7.50","7.67","7.83","7.75","9.33","10.00","10.00","0.00","0.00","0.00","4.00"
523,"Arabica","Caturra","Green","7.67","7.58","7.58","7.58","7.67","7.42","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
524,"Arabica","Bourbon","Green","7.50","7.67","7.50","7.67","7.50","7.83","10.00","10.00","10.00","0.10","0.00","0.00","2.00"
525,"Arabica","Caturra","Bluish-Green","7.67","7.67","7.58","7.50","7.67","7.42","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
526,"Arabica",NULL,NULL,"7.33","7.67","7.58","7.50","7.75","7.67","10.00","10.00","10.00","0.28","0.00","0.00","0.00"
527,"Arabica",NULL,NULL,"7.33","7.67","7.58","7.33","7.58","7.92","10.00","10.00","10.00","0.08","0.00","0.00","1.00"
528,"Arabica",NULL,NULL,"7.83","7.83","7.67","7.83","7.92","7.83","9.33","9.33","9.33","0.00","0.00","0.00","0.00"
529,"Arabica",NULL,NULL,"7.50","7.58","7.42","7.58","7.58","7.67","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
530,"Arabica",NULL,NULL,"7.50","7.58","7.67","7.67","7.58","7.58","10.00","10.00","10.00","0.06","0.00","0.00","2.00"
531,"Arabica","Caturra",NULL,"7.58","7.83","7.75","7.92","7.92","8.08","9.33","9.33","9.33","0.07","0.00","0.00","0.00"
532,"Arabica",NULL,NULL,"7.50","7.25","7.42","7.75","8.17","7.50","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
533,"Arabica","Bourbon","Green","7.67","7.58","7.50","7.58","7.58","7.50","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
534,"Arabica","Bourbon","Green","7.50","7.50","7.75","7.58","7.92","7.83","10.00","10.00","9.33","0.00","0.00","0.00","1.00"
535,"Arabica","Caturra","Green","7.58","7.67","7.50","7.33","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
536,"Arabica","Caturra","Green","7.17","7.83","7.25","7.67","7.67","7.58","10.00","10.00","10.00","0.09","0.00","31.00","0.00"
537,"Arabica","Ethiopian Heirlooms","Bluish-Green","7.58","7.58","7.50","7.50","7.58","7.58","10.00","10.00","10.00","0.00","0.00","1.00","20.00"
538,"Arabica","Typica","Green","7.50","7.58","7.67","7.33","7.50","7.75","10.00","10.00","10.00","0.00","0.00","0.00","9.00"
539,"Arabica","Other","Blue-Green","7.58","7.58","7.67","7.58","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
540,"Arabica","Other","Bluish-Green","8.08","7.50","7.67","7.42","7.33","7.50","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
541,"Arabica","Typica","Blue-Green","7.83","7.67","7.25","7.58","7.50","7.50","10.00","10.00","10.00","0.13","0.00","0.00","3.00"
542,"Arabica","Bourbon","Bluish-Green","7.75","7.67","7.42","7.42","7.75","7.50","10.00","10.00","10.00","0.12","0.00","2.00","8.00"
543,"Arabica","Moka Peaberry","Green","7.08","7.50","7.50","7.83","7.75","7.67","10.00","10.00","10.00","0.11","0.00","0.00","16.00"
544,"Arabica","SL14","Green","8.00","7.50","7.50","7.58","7.33","7.42","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
545,"Arabica","SL14","Green","7.75","7.58","7.58","7.50","7.50","7.50","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
546,"Arabica","Bourbon","Green","7.75","7.50","7.42","7.58","7.67","7.50","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
547,"Arabica","Caturra","Green","7.67","7.83","7.42","7.50","7.33","7.50","10.00","10.00","10.00","0.10","0.00","0.00","2.00"
548,"Arabica",NULL,"Green","7.58","7.58","7.25","7.58","7.58","7.58","10.00","10.00","10.00","0.10","0.00","0.00","4.00"
549,"Arabica","Caturra","Green","7.58","7.50","7.75","7.33","7.58","7.58","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
550,"Arabica","Caturra","Bluish-Green","7.75","7.50","7.25","7.50","7.75","7.50","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
551,"Arabica","Bourbon","Green","7.83","7.75","7.25","7.92","7.50","7.17","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
552,"Arabica","Other","Green","7.83","7.67","7.42","7.42","7.50","7.58","10.00","10.00","10.00","0.11","0.00","3.00","5.00"
553,"Arabica","Typica","Green","7.58","7.58","7.33","7.25","7.58","7.75","10.00","10.00","10.00","0.10","0.00","0.00","4.00"
554,"Arabica","Other","None","7.67","7.33","7.17","7.58","8.08","7.42","10.00","10.00","10.00","0.00","0.00","0.00","17.00"
555,"Arabica","Typica","Green","8.00","7.92","7.67","7.17","7.67","7.42","9.33","10.00","10.00","0.14","0.00","1.00","4.00"
556,"Arabica","Hawaiian Kona","Green","7.50","7.50","7.50","7.42","7.67","7.83","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
557,"Arabica",NULL,NULL,"7.50","7.75","7.33","7.75","7.08","7.83","10.00","10.00","10.00","0.15","0.00","0.00","0.00"
558,"Arabica",NULL,NULL,"7.42","7.58","7.50","7.17","7.50","8.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
559,"Arabica","SL28","Green","7.75","7.58","7.42","7.58","7.50","7.50","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
560,"Arabica","Bourbon","Green","7.50","7.58","7.33","7.67","7.58","7.58","10.00","10.00","10.00","0.11","1.00","1.00","2.00"
561,"Arabica","Yellow Bourbon","Bluish-Green","7.67","7.58","7.58","7.50","7.50","7.42","10.00","10.00","10.00","0.11","2.00","0.00","2.00"
562,"Arabica","Pacas","Green","7.33","7.67","7.67","7.83","7.33","7.67","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
563,"Arabica","Bourbon","Bluish-Green","7.83","7.92","7.75","7.83","7.75","7.75","9.33","9.33","9.33","0.11","0.00","0.00","0.00"
564,"Arabica","Other","Green","7.25","7.58","7.50","7.42","7.75","7.42","10.00","10.00","10.00","0.11","0.00","11.00","0.00"
565,"Arabica","Bourbon","Green","7.58","7.58","7.33","7.67","7.67","7.50","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
566,"Arabica","Catuai","Green","7.58","7.83","7.33","7.67","7.42","7.33","10.00","10.00","10.00","0.12","0.00","2.00","6.00"
567,"Arabica","Other",NULL,"7.83","7.67","7.50","7.58","7.50","7.67","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
568,"Arabica","Other",NULL,"7.42","7.58","7.25","7.50","7.75","7.75","10.00","10.00","10.00","0.00","0.00","0.00","9.00"
569,"Arabica","Bourbon","Green","7.67","7.67","7.75","7.67","7.42","7.17","10.00","10.00","10.00","0.10","0.00","0.00","4.00"
570,"Arabica","Typica","Green","7.50","7.42","7.58","7.50","7.58","7.58","10.00","10.00","10.00","0.00","0.00","4.00","4.00"
571,"Arabica","Caturra","Green","7.83","7.50","7.50","7.42","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
572,"Arabica","Arusha","Green","7.67","7.50","7.33","7.25","7.58","7.75","10.00","10.00","10.00","0.11","0.00","0.00","5.00"
573,"Arabica","Caturra","Green","7.58","7.67","7.50","7.58","7.50","7.50","10.00","10.00","10.00","0.12","0.00","2.00","10.00"
574,"Arabica","Bourbon","Blue-Green","7.67","7.58","7.42","7.75","7.42","7.42","10.00","10.00","10.00","0.12","0.00","0.00","7.00"
575,"Arabica","Bourbon","Green","7.67","7.67","7.33","7.50","7.33","7.92","10.00","10.00","10.00","0.11","0.00","0.00","10.00"
576,"Arabica","Typica",NULL,"7.58","7.58","7.50","7.42","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
577,"Arabica",NULL,NULL,"7.75","7.58","7.75","7.75","7.25","7.50","10.00","10.00","10.00","0.00","0.00","1.00","3.00"
578,"Arabica","Caturra","Green","7.50","7.58","7.42","7.67","7.58","7.50","10.00","10.00","10.00","0.10","1.00","0.00","3.00"
579,"Arabica","Caturra","Green","7.58","7.67","7.50","7.58","7.50","7.42","10.00","10.00","10.00","0.11","0.00","0.00","8.00"
580,"Arabica","Bourbon","Green","7.50","7.67","7.17","7.67","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
581,"Arabica","Bourbon","Green","7.50","7.50","7.42","7.58","7.67","7.50","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
582,"Arabica","Bourbon","Green","7.42","7.58","7.42","7.67","7.50","7.50","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
583,"Arabica","Sulawesi","Blue-Green","7.50","7.58","7.42","7.58","7.58","7.50","10.00","10.00","10.00","0.12","0.00","0.00","15.00"
584,"Arabica","Bourbon","Green","7.58","7.58","7.33","7.58","7.33","7.67","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
585,"Arabica","Yellow Bourbon","Green","7.83","7.67","7.33","7.67","7.58","7.67","9.33","10.00","10.00","0.00","0.00","0.00","0.00"
586,"Arabica","Bourbon",NULL,"7.67","7.67","7.17","7.33","7.58","7.67","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
587,"Arabica","Caturra","Bluish-Green","7.58","7.50","7.42","7.67","7.42","7.50","10.00","10.00","10.00","0.09","0.00","0.00","1.00"
588,"Arabica","Caturra","Green","7.58","7.50","7.42","7.58","7.50","7.50","10.00","10.00","10.00","0.09","1.00","0.00","6.00"
589,"Arabica","Yellow Bourbon","Bluish-Green","7.50","7.50","7.58","7.50","7.58","7.58","10.00","10.00","10.00","0.11","2.00","0.00","1.00"
590,"Arabica","Catimor","Green","7.67","7.50","7.33","7.33","7.67","7.67","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
